id,Price
300000,80.664375
300001,84.01749
300002,82.31032
300003,80.397484
300004,78.079666
300005,81.9948
300006,81.55739
300007,83.017746
300008,82.03213
300009,80.418625
300010,79.92882
300011,81.87746
300012,82.4716
300013,83.495346
300014,80.5818
300015,82.85013
300016,81.30138
300017,81.49299
300018,82.15697
300019,83.34567
300020,81.89838
300021,80.6629
300022,80.01039
300023,83.19319
300024,83.32531
300025,80.902985
300026,81.848816
300027,80.51699
300028,79.49376
300029,81.354416
300030,82.4667
300031,80.942535
300032,82.81008
300033,80.36652
300034,79.45938
300035,83.175674
300036,82.07092
300037,83.00546
300038,77.470604
300039,80.51619
300040,80.89607
300041,80.71767
300042,82.36801
300043,81.431564
300044,82.427795
300045,79.929855
300046,82.073044
300047,82.43829
300048,83.62561
300049,79.90481
300050,80.12473
300051,81.2067
300052,81.51988
300053,81.398026
300054,81.76692
300055,79.83052
300056,80.15143
300057,79.87837
300058,83.00581
300059,82.68938
300060,81.24979
300061,82.104866
300062,81.09858
300063,82.31702
300064,78.62549
300065,80.233826
300066,82.262955
300067,81.045166
300068,79.02343
300069,82.21541
300070,80.2442
300071,81.257965
300072,80.5387
300073,82.289474
300074,82.24028
300075,79.73246
300076,79.14971
300077,78.25205
300078,82.84767
300079,81.29319
300080,79.74541
300081,81.35948
300082,80.775215
300083,80.72949
300084,80.1264
300085,80.33394
300086,79.73814
300087,81.05028
300088,81.62003
300089,83.32794
300090,81.99911
300091,80.379776
300092,81.59264
300093,79.792786
300094,80.61969
300095,81.82858
300096,82.061844
300097,80.7464
300098,81.14038
300099,81.05182
300100,81.66832
300101,81.17496
300102,82.23857
300103,77.35558
300104,82.5404
300105,83.185165
300106,82.689926
300107,81.69969
300108,81.11501
300109,82.2482
300110,81.63876
300111,75.77383
300112,81.27795
300113,78.408585
300114,83.07597
300115,81.14568
300116,80.67697
300117,82.07603
300118,79.64867
300119,78.63399
300120,79.10101
300121,80.42076
300122,79.727066
300123,81.239975
300124,83.32297
300125,81.071
300126,81.30386
300127,80.53365
300128,80.7252
300129,81.53823
300130,82.97482
300131,80.562325
300132,81.65826
300133,82.48241
300134,80.92301
300135,82.31213
300136,80.27502
300137,79.96088
300138,79.9877
300139,82.063
300140,80.83063
300141,82.34526
300142,81.37136
300143,83.76365
300144,80.774826
300145,83.983765
300146,82.55504
300147,81.90943
300148,82.91225
300149,82.77946
300150,83.40825
300151,81.85671
300152,81.77681
300153,82.26294
300154,78.44887
300155,82.51579
300156,84.38433
300157,79.78407
300158,81.24261
300159,83.378204
300160,80.805954
300161,81.10895
300162,79.737816
300163,81.21213
300164,80.392654
300165,80.946266
300166,82.18883
300167,80.94278
300168,80.52252
300169,78.04125
300170,80.25039
300171,79.55249
300172,80.93826
300173,80.79781
300174,80.622894
300175,74.73803
300176,81.9693
300177,79.67186
300178,80.50415
300179,82.36842
300180,82.81432
300181,82.30689
300182,79.6632
300183,81.044556
300184,82.709335
300185,80.94566
300186,82.156975
300187,82.249146
300188,81.14658
300189,83.87858
300190,81.47994
300191,81.803894
300192,81.27959
300193,79.80011
300194,81.71959
300195,80.97858
300196,82.68803
300197,81.04959
300198,81.352615
300199,79.23616
300200,81.66008
300201,82.01297
300202,81.706894
300203,82.30095
300204,78.8954
300205,81.02402
300206,78.37822
300207,80.09474
300208,80.079834
300209,83.09996
300210,80.80997
300211,81.70262
300212,81.77435
300213,82.12999
300214,84.9026
300215,74.872826
300216,80.98706
300217,77.04025
300218,80.53947
300219,81.16255
300220,78.15245
300221,82.18273
300222,82.20904
300223,81.21115
300224,82.211624
300225,82.58505
300226,80.215416
300227,80.69849
300228,81.35403
300229,81.20853
300230,83.10391
300231,80.47335
300232,83.23097
300233,80.47094
300234,82.50943
300235,79.83899
300236,78.89446
300237,81.11171
300238,82.28987
300239,78.976456
300240,82.67929
300241,81.88735
300242,82.59718
300243,78.213974
300244,81.11324
300245,80.09984
300246,81.1765
300247,82.15808
300248,83.19857
300249,82.19925
300250,78.78241
300251,83.594505
300252,80.0025
300253,79.135666
300254,82.54363
300255,82.66615
300256,82.625885
300257,82.97809
300258,80.50673
300259,82.30719
300260,81.95424
300261,79.51138
300262,82.33309
300263,81.889206
300264,80.7748
300265,80.37863
300266,81.00646
300267,82.126564
300268,82.38133
300269,79.578224
300270,81.93874
300271,81.24754
300272,78.49122
300273,80.2361
300274,82.37334
300275,80.64668
300276,80.44544
300277,79.86665
300278,80.151344
300279,81.27921
300280,81.13264
300281,73.59061
300282,80.72983
300283,81.97304
300284,83.98437
300285,80.00412
300286,83.213196
300287,82.01897
300288,79.77981
300289,78.116196
300290,82.7603
300291,83.96985
300292,81.74066
300293,81.1098
300294,81.629555
300295,80.743835
300296,80.272446
300297,80.63055
300298,78.859566
300299,81.23294
300300,81.596375
300301,79.92049
300302,79.22929
300303,83.59914
300304,82.00435
300305,81.440445
300306,80.51422
300307,82.16444
300308,82.15677
300309,81.2307
300310,81.272064
300311,82.41531
300312,77.82553
300313,80.7965
300314,80.06973
300315,79.13025
300316,79.67526
300317,84.72099
300318,80.88022
300319,78.64421
300320,80.44811
300321,81.59625
300322,80.41258
300323,78.92987
300324,80.722694
300325,78.39305
300326,81.931206
300327,82.231735
300328,83.355515
300329,80.7861
300330,83.649345
300331,80.666855
300332,79.85662
300333,80.52042
300334,80.225204
300335,81.876114
300336,82.61764
300337,80.22681
300338,81.57338
300339,83.83049
300340,80.57682
300341,81.095825
300342,83.11836
300343,80.227295
300344,80.08387
300345,80.73014
300346,81.59076
300347,81.49629
300348,81.42348
300349,81.76906
300350,81.971725
300351,80.6629
300352,79.97461
300353,79.44497
300354,82.01538
300355,80.333275
300356,77.964554
300357,80.17415
300358,80.78182
300359,81.785225
300360,81.554474
300361,70.697754
300362,78.73979
300363,80.79101
300364,81.49358
300365,79.98886
300366,79.37625
300367,80.97545
300368,80.129265
300369,80.48226
300370,81.8371
300371,80.68303
300372,77.7339
300373,79.00731
300374,78.65466
300375,80.87877
300376,82.46795
300377,81.20792
300378,81.05478
300379,83.9333
300380,83.003876
300381,79.7715
300382,84.60381
300383,82.21841
300384,82.89081
300385,80.42487
300386,79.89808
300387,82.65878
300388,83.52039
300389,80.97818
300390,80.447495
300391,76.951195
300392,69.65239
300393,80.08439
300394,83.04735
300395,80.49329
300396,82.64673
300397,82.32791
300398,83.27537
300399,79.40457
300400,79.29463
300401,80.78128
300402,81.52785
300403,83.269455
300404,81.348434
300405,79.912056
300406,81.84552
300407,82.37767
300408,76.897934
300409,83.25008
300410,81.5102
300411,81.448456
300412,79.946
300413,81.26895
300414,83.09389
300415,81.320755
300416,79.085175
300417,81.594734
300418,82.15773
300419,79.97263
300420,80.38857
300421,80.102646
300422,80.43913
300423,79.72319
300424,82.43997
300425,78.91907
300426,83.36413
300427,81.076324
300428,81.2879
300429,78.10147
300430,77.77255
300431,82.804565
300432,83.19202
300433,81.709305
300434,79.70761
300435,80.66506
300436,79.83197
300437,82.54098
300438,83.77881
300439,81.08159
300440,84.08831
300441,80.81823
300442,81.896194
300443,82.78606
300444,81.90639
300445,80.54042
300446,81.86466
300447,76.099045
300448,80.52625
300449,80.79271
300450,82.097824
300451,82.29758
300452,81.40119
300453,81.63238
300454,81.32462
300455,81.643074
300456,81.30701
300457,79.01755
300458,84.37509
300459,80.26405
300460,80.14882
300461,81.34328
300462,83.18611
300463,80.0121
300464,80.06595
300465,82.29985
300466,80.98505
300467,80.622986
300468,79.50424
300469,79.64703
300470,82.667755
300471,80.83696
300472,80.49689
300473,81.68011
300474,79.15455
300475,79.89135
300476,79.35776
300477,81.30867
300478,80.29386
300479,81.75705
300480,79.57126
300481,80.673546
300482,79.78147
300483,79.27663
300484,79.05162
300485,83.48571
300486,81.72603
300487,81.512665
300488,82.202194
300489,81.624756
300490,81.498314
300491,81.92207
300492,81.03142
300493,83.984985
300494,82.1295
300495,81.504425
300496,82.008835
300497,78.31192
300498,79.41597
300499,83.43977
300500,78.88107
300501,82.12247
300502,79.93245
300503,81.042885
300504,79.66254
300505,80.7376
300506,82.06135
300507,81.740456
300508,76.669525
300509,84.141754
300510,82.86131
300511,81.71405
300512,79.821266
300513,80.92676
300514,80.56387
300515,81.69541
300516,80.8751
300517,80.90266
300518,82.04294
300519,79.32086
300520,82.43912
300521,81.040695
300522,83.01847
300523,80.100235
300524,74.556725
300525,80.99413
300526,82.421234
300527,82.41273
300528,83.02209
300529,83.854614
300530,83.67452
300531,79.7372
300532,83.57367
300533,81.00342
300534,82.16292
300535,82.687515
300536,79.684875
300537,81.78743
300538,78.78299
300539,81.59015
300540,82.16777
300541,82.08455
300542,81.23892
300543,81.81089
300544,81.56174
300545,80.11273
300546,81.86531
300547,79.78764
300548,80.78889
300549,75.14511
300550,82.526855
300551,82.12715
300552,81.25238
300553,79.49492
300554,81.70705
300555,82.09548
300556,80.22549
300557,78.39907
300558,79.81578
300559,80.46824
300560,81.2018
300561,80.80626
300562,80.68039
300563,78.7809
300564,79.621475
300565,81.485535
300566,81.85115
300567,74.97677
300568,83.33496
300569,81.42819
300570,80.163155
300571,81.83661
300572,80.97279
300573,80.412415
300574,81.94054
300575,83.26217
300576,81.77977
300577,82.022415
300578,78.38107
300579,79.96962
300580,81.01576
300581,78.60277
300582,84.1248
300583,81.53226
300584,82.75658
300585,82.709564
300586,83.80951
300587,82.18618
300588,83.26194
300589,81.235435
300590,83.72763
300591,81.88287
300592,81.99913
300593,78.5577
300594,81.65321
300595,79.02554
300596,80.247406
300597,80.51581
300598,80.12489
300599,82.68404
300600,79.7543
300601,81.75175
300602,83.55831
300603,82.54976
300604,80.10194
300605,82.628456
300606,80.93918
300607,80.48593
300608,80.56317
300609,80.59178
300610,82.29692
300611,80.62747
300612,81.00898
300613,80.49112
300614,81.08694
300615,82.24675
300616,82.137955
300617,81.15986
300618,82.880585
300619,81.8121
300620,75.675766
300621,81.1714
300622,83.133514
300623,81.92702
300624,82.32474
300625,82.33741
300626,81.22713
300627,80.716965
300628,78.722916
300629,81.34845
300630,80.1792
300631,81.43503
300632,81.771225
300633,79.40771
300634,82.4917
300635,82.11019
300636,82.88779
300637,81.62852
300638,81.44017
300639,82.54677
300640,82.19844
300641,81.31842
300642,81.07239
300643,81.22395
300644,81.46939
300645,76.7871
300646,79.79651
300647,81.91453
300648,81.53647
300649,83.55253
300650,82.05733
300651,77.29617
300652,82.8663
300653,81.688065
300654,82.34702
300655,80.0506
300656,80.80169
300657,79.924385
300658,82.21384
300659,82.36977
300660,80.775375
300661,81.349106
300662,80.27315
300663,79.098915
300664,81.22482
300665,80.34091
300666,81.985886
300667,80.84531
300668,81.43714
300669,80.819305
300670,80.28029
300671,83.23369
300672,80.761536
300673,83.376656
300674,82.67638
300675,82.32005
300676,81.954865
300677,81.13101
300678,79.18968
300679,79.13143
300680,79.81572
300681,79.097
300682,83.11444
300683,82.4702
300684,83.66104
300685,79.865654
300686,83.92632
300687,78.23237
300688,82.00456
300689,81.32924
300690,81.42914
300691,91.03924
300692,81.02045
300693,82.168915
300694,81.53531
300695,82.81326
300696,82.37047
300697,81.30197
300698,82.54645
300699,77.97601
300700,78.60286
300701,79.4412
300702,79.002144
300703,83.29161
300704,81.7169
300705,81.61037
300706,80.250275
300707,80.43288
300708,83.33208
300709,79.382256
300710,82.42082
300711,81.28696
300712,81.779144
300713,78.35942
300714,80.29215
300715,81.765976
300716,79.759056
300717,80.35984
300718,80.1476
300719,79.15839
300720,80.99791
300721,81.81013
300722,81.800575
300723,81.33781
300724,80.50125
300725,84.621155
300726,81.478806
300727,81.47621
300728,83.151855
300729,80.597626
300730,80.99487
300731,83.12489
300732,80.16264
300733,82.1519
300734,83.081406
300735,80.73562
300736,81.33737
300737,82.57875
300738,79.48369
300739,70.94658
300740,79.315094
300741,81.986145
300742,80.18706
300743,82.45659
300744,77.482185
300745,80.08709
300746,82.31296
300747,82.45146
300748,82.04448
300749,81.4003
300750,82.12758
300751,79.637314
300752,80.91302
300753,85.2125
300754,80.888725
300755,81.3481
300756,80.136696
300757,81.50645
300758,81.02916
300759,81.668884
300760,80.826096
300761,80.849
300762,80.85777
300763,83.62294
300764,81.48308
300765,80.87665
300766,80.90468
300767,82.936806
300768,81.45601
300769,80.87292
300770,81.453186
300771,80.11004
300772,79.07307
300773,81.65747
300774,80.65654
300775,81.86394
300776,84.11774
300777,78.53058
300778,79.88036
300779,81.07984
300780,79.39195
300781,82.600845
300782,83.724945
300783,81.8542
300784,82.392914
300785,82.14949
300786,82.46141
300787,81.3909
300788,83.32678
300789,80.539795
300790,84.26587
300791,81.18036
300792,80.81645
300793,79.61792
300794,81.344055
300795,80.867966
300796,79.50989
300797,81.09857
300798,79.27931
300799,74.10357
300800,79.60842
300801,79.89904
300802,81.18179
300803,77.70821
300804,80.197395
300805,81.72954
300806,82.462524
300807,79.64592
300808,81.34773
300809,81.01111
300810,77.11568
300811,79.8438
300812,80.13527
300813,81.46512
300814,80.088455
300815,82.96653
300816,81.87741
300817,81.182434
300818,82.05987
300819,82.52729
300820,84.40003
300821,81.571
300822,78.97086
300823,83.59584
300824,80.66214
300825,81.97279
300826,80.94206
300827,81.776276
300828,83.63456
300829,81.63723
300830,80.432526
300831,80.23506
300832,79.23119
300833,82.73158
300834,77.75309
300835,78.736465
300836,80.07573
300837,79.64679
300838,82.83382
300839,81.85376
300840,78.349
300841,77.28817
300842,79.30478
300843,81.1439
300844,80.26909
300845,84.52374
300846,82.291794
300847,79.31065
300848,79.90872
300849,81.66768
300850,79.89319
300851,80.03604
300852,82.24777
300853,82.27496
300854,80.78136
300855,81.517395
300856,82.22002
300857,80.674965
300858,81.92761
300859,79.73168
300860,83.6423
300861,82.371216
300862,78.57158
300863,81.81818
300864,81.53055
300865,81.35916
300866,81.70364
300867,80.14847
300868,80.703766
300869,82.67727
300870,78.003784
300871,81.95215
300872,80.23155
300873,81.71579
300874,81.109375
300875,80.83739
300876,83.46063
300877,83.62433
300878,83.39152
300879,80.18327
300880,81.166
300881,80.761185
300882,80.632385
300883,82.285324
300884,82.27331
300885,83.85724
300886,80.370415
300887,85.90355
300888,82.628815
300889,81.24464
300890,80.78641
300891,79.9675
300892,81.70101
300893,82.47223
300894,81.66318
300895,82.78177
300896,75.16171
300897,80.53987
300898,81.97249
300899,79.94015
300900,82.481285
300901,80.54062
300902,80.63757
300903,81.642395
300904,79.229355
300905,82.22979
300906,82.013824
300907,80.71101
